13.15926446,-20.25269945,1
11.97287668,-19.78813977,1
-13.62709603,-7.903299927,1
-6.261806749,-11.84223528,1
11.9456074,-19.98495483,1
26.59935871,-10.0795792,1
18.11283793,-2.897278209,1
42.53436043,-19.98091201,1
27.34093789,-18.73708311,1
2.007584037,-6.163213783,1
1.758259828,-5.281856068,1
6.319459105,-2.092527367,1
-0.131408686,-6.833462413,1
-25.53850079,-18.26423459,1
48.00989549,-9.687297153,1
-5.62680745,-4.32746889,1
2.156400638,-23.74659261,1
2.93382975,-1.365527751,1
14.07528178,7.001338406,1
22.97802114,-13.76881778,1
-13.39788697,9.135356844,1
10.5927833,1.849586325,1
-0.111957968,-5.61122972,1
-8.079490387,6.300776928,1
11.13914316,-33.24244497,1
19.13625036,11.86873106,1
41.11854757,-4.22489324,1
19.6887941,-10.23393903,1
-8.030963056,-23.55596889,1
11.47450072,-24.09054223,1
-7.930957267,-6.149491037,1
9.590039554,-4.258064008,1
11.17553069,-9.41914464,1
4.034313307,-20.78534468,1
-7.91728152,-7.962984813,1
24.38343252,-2.288408332,1
-5.34414188,12.35941005,1
-16.21353436,-23.73966628,1
10.81959933,-20.33029959,1
16.00202086,-20.52352956,1
35.95679496,1.385926069,1
-2.251549654,-12.99719104,1
-3.735472299,-19.11907317,1
13.04477633,-36.36345877,1
12.7419904,1.0363759,1
27.00997814,-9.405025755,1
41.27190633,-18.58015139,1
13.22714257,-13.90216191,1
28.07014331,7.379099158,1
17.72997419,-8.311777116,1
15.33085943,25.98101272,1
9.921480437,-4.727987552,1
23.08436713,-22.10803926,1
10.64650725,27.75264444,1
13.87235077,11.96338059,1
12.16597832,-29.78694356,1
-12.81112365,-9.813173143,1
-2.329063439,-17.3359626,1
27.93377609,-8.978780566,1
-10.8040623,-18.68944654,1
28.47254347,-3.024982336,1
25.84866194,-2.716526779,1
59.23609336,-17.1457987,1
16.10687428,3.340615021,1
-6.526740508,18.06418482,1
25.39369685,-8.089114595,1
50.5268732,-6.254664615,1
20.40368006,-19.38801966,1
27.26874621,-11.07097114,1
0.202535751,9.736075868,1
1.290311211,-2.135628106,1
-0.10848064,-9.081284643,1
14.2656894,-25.68808626,1
7.382732441,10.88063979,1
33.89062646,-24.04427261,1
-21.01766231,-11.60888235,1
15.57385816,9.134371169,1
-16.34399796,4.719696715,1
13.0707841,2.946481388,1
25.07180914,11.4209773,1
2.7366633,14.54583056,1
-11.70463277,-0.212467829,1
-11.14594462,-45.08793967,1
-22.0807261,4.195260654,1
24.0785218,-21.08968051,1
32.65445693,5.143451704,1
3.401471918,-13.60791308,1
-3.311331955,-3.437410597,1
0.77042687,0.58117442,1
-8.923168147,3.476227719,1
-3.482912601,0.241188255,1
-13.8790397,7.627059143,1
-14.03848551,1.963268343,1
-1.757990735,-2.515371681,1
12.37932509,8.507665283,1
-13.99028805,-17.01221432,1
42.56278708,-21.32879311,1
14.48356264,-27.38636621,1
-18.83740827,-18.08083928,1
21.65185004,-12.20528711,1
8.284787718,-11.73908415,0
4.41215486,-2.869030791,0
7.215999,-4.724155463,0
8.003628766,-14.82592016,0
-9.244803247,-0.160382437,0
-1.492828202,-7.270244396,0
-4.805491988,-3.201019238,0
-2.626363406,-13.02845247,0
-4.558548616,-9.659220882,0
6.589771076,-17.96137338,0
10.24351796,-6.844586799,0
-0.278863642,-15.42735028,0
8.758345856,-10.9864471,0
3.734290758,-5.362743103,0
16.12965618,-17.54015265,0
6.261358926,-7.067830292,0
2.661788894,6.285715055,0
7.178058022,-22.945157,0
19.25352556,-4.542471455,0
-5.529453937,-0.761232221,0
5.893956651,-6.07327802,0
-0.36530425,-9.28425736,0
1.058684918,-3.016156514,0
10.61465594,-4.714110647,0
5.293235647,-11.17596424,0
7.763144873,-8.43504108,0
6.598307018,-9.585157286,0
6.710391271,0.015642939,0
10.63978325,-14.09517322,0
10.48234763,1.105832403,0
-1.384264416,-8.664031613,0
-2.161081436,-13.1891605,0
-6.540868033,-2.107968463,0
-7.906671732,-10.7769003,0
-2.752936718,-8.019385406,0
20.24238028,-11.43860804,0
8.887615843,-10.78782965,0
-0.729885761,-14.26496818,0
18.09388423,-14.20188632,0
-12.74387667,-10.99164299,0
-9.849361916,-8.473638902,0
-1.220218646,-28.37994813,0
1.215000711,-11.67852571,0
-1.967527597,0.092527134,0
5.311612241,-10.02220525,0
-1.590985351,-5.055918436,0
10.64159482,-10.32028041,0
8.194457743,-18.29710823,0
-2.772724629,-13.11115038,0
10.90128817,3.586715146,0
-0.4813831,-8.651645123,0
-6.192123022,-8.744104668,0
-3.52143106,-9.599865974,0
4.301081473,2.573616833,0
-4.073617313,-3.085591647,0
8.978780453,-6.532062185,0
8.709120226,-8.633913431,0
-0.69104296,-15.95913903,0
-8.427444039,-18.99358541,0
7.57214939,-20.52678051,0
0.727088489,-2.475841559,0
9.599079148,-6.58188333,0
-5.612870564,-3.9465668,0
0.622131477,-3.675017313,0
12.50737325,-14.68801975,0
